0;101
0;101
0;101
0;102
0;102
0;102
0;101
0;101
0;102
0;102
0;102
0;102
0;102
0;102
0;102
0;102
0;102
0;102
0;102
0;103
1;103
1;102
1;102
1;102
1;103
1;103
1;103
1;103
1;103
1;103
1;103
1;103
1;103
1;103
1;103
1;103
1;103
1;103
1;103
1;103
2;102
2;102
2;102
2;103
2;103
2;102
2;102
2;102
2;103
2;103
2;103
2;102
2;102
2;103
2;103
2;103
2;103
2;103
2;103
3;103
3;103
3;103
3;103
3;103
3;104
3;104
3;104
3;104
3;104
3;104
3;104
3;104
3;104
3;104
3;104
3;104
3;104
3;104
3;104
4;104
4;104
4;104
4;104
4;104
4;104
4;104
4;104
4;104
4;104
4;104
4;104
4;104
4;104
4;104
4;104
4;104
4;104
4;104
4;104
5;104
5;104
5;104
5;104
5;104
5;104
5;104
5;104
5;104
5;104
5;104
5;104
5;104
5;104
5;104
5;104
5;104
5;104
5;104
5;104
6;105
6;105
6;105
6;104
6;104
6;104
6;105
6;105
6;104
6;104
6;104
6;106
6;106
6;106
6;106
6;106
6;104
6;104
6;104
7;105
7;105
7;104
7;104
7;104
7;105
7;105
7;105
7;104
7;104
7;104
7;104
7;104
7;104
7;104
7;104
7;104
7;104
7;104
7;104
8;104
8;104
8;104
8;104
8;104
8;104
8;104
8;104
8;104
8;104
8;104
8;104
8;104
8;104
8;104
8;104
8;104
8;104
8;104
8;104
9;104
9;104
9;104
9;104
9;104
9;104
9;104
9;104
9;104
9;104
9;104
9;104
9;104
9;104
9;104
9;104
9;104
9;104
9;104
10;104
10;104
10;104
10;104
10;104
10;104
10;104
10;104
10;104
10;104
10;104
10;104
10;104
10;104
10;104
10;103
10;103
10;104
10;104
10;104
11;104
11;104
11;104
11;104
11;104
11;104
11;104
11;104
11;104
11;104
11;104
11;104
11;104
11;104
11;104
11;104
11;104
11;104
11;104
11;104
12;104
12;104
12;104
12;104
12;104
12;104
12;104
12;104
12;104
12;104
12;104
12;104
12;104
12;104
12;104
12;104
12;104
12;104
12;104
12;104
13;104
13;104
13;104
13;104
13;104
13;104
13;104
13;104
13;104
13;104
13;104
13;104
13;104
13;104
13;104
13;104
13;104
13;104
13;104
14;104
14;104
14;104
14;104
14;104
14;104
14;104
14;104
14;104
14;104
14;104
14;104
14;105
14;105
14;105
14;105
14;105
14;105
14;105
14;105
15;105
15;105
15;105
15;106
15;106
15;104
15;104
15;104
15;105
15;105
15;105
15;104
15;104
15;104
15;104
15;104
15;104
15;104
15;104
15;104
16;104
16;104
16;104
16;104
16;104
16;104
16;104
16;104
16;104
16;104
16;104
16;104
16;104
16;104
16;104
16;104
16;104
16;104
16;104
17;104
17;104
17;104
17;104
17;104
17;104
17;104
17;104
17;104
17;104
17;104
17;104
17;104
17;104
17;104
17;104
17;104
17;103
17;103
17;104
18;104
18;104
18;103
18;103
18;103
18;103
18;103
18;103
18;103
18;103
18;103
18;103
18;103
18;103
18;103
18;103
18;103
18;103
18;103
18;103
19;103
19;103
19;103
19;103
19;103
19;103
19;104
19;104
19;104
19;104
19;104
19;104
19;104
19;104
19;104
19;104
19;104
19;104
19;104
19;104
20;104
20;104
20;103
20;103
20;104
20;104
20;104
20;103
20;103
20;103
20;103
20;103
20;103
20;103
20;103
20;103
20;103
20;103
20;103
21;103
21;103
21;103
21;103
21;103
21;103
21;103
21;103
21;103
21;103
21;103
21;103
21;103
21;103
21;103
21;103
21;103
21;103
21;103
21;103
22;103
22;103
22;103
22;103
22;103
22;103
22;103
22;103
22;103
22;103
22;103
22;103
22;103
22;103
22;103
22;103
22;103
22;103
22;103
22;103
23;103
23;103
23;103
23;103
23;103
23;103
23;103
23;103
23;103
23;103
23;103
23;103
23;103
23;103
23;102
23;102
23;102
23;103
23;103
24;103
24;103
24;103
24;103
24;103
24;103
24;103
24;103
24;103
24;103
24;103
24;103
24;103
24;104
24;104
24;104
24;104
24;104
24;104
24;104
25;104
25;104
25;104
25;104
25;104
25;104
25;104
25;104
25;104
25;103
25;103
25;103
25;104
25;104
25;103
25;103
25;103
25;103
25;103
25;103
26;103
26;103
26;103
26;103
26;103
26;103
26;103
26;103
26;104
26;104
26;103
26;103
26;103
26;104
26;104
26;104
26;103
26;103
26;104
27;104
27;104
27;103
27;103
27;103
27;104
27;104
27;104
27;104
27;104
27;104
27;104
27;104
27;104
27;104
27;104
27;104
27;104
27;104
27;104
28;104
28;104
28;104
28;104
28;104
28;104
28;103
28;103
28;104
28;104
28;104
28;103
28;103
28;103
28;103
28;103
